"name","maps_url","phone","website","type","rating","reviews","price","address","hours","description","review","image_url"
"Tiny Tooth Dental Clinic","https://www.google.com/maps/place/Tiny+Tooth+Dental+Clinic/data=!4m7!3m6!1s0x391905f78727e73d:0xc93c1f5fd8edeabc!8m2!3d31.5038354!4d74.318149!16s%2Fg%2F11v05t38dd!19sChIJPecnh_cFGTkRvOrt2F8fPMk?authuser=0&amp;hl=en&amp;rclk=1","'03334772774","https://linktr.ee/tinytooth","","4.9","","","","Closed · Opens 4 PM Mon · +92 333 4772774WebsiteDirections","Mon · +92 333 4772774WebsiteDirections","",""
"DENTAL ART","https://www.google.com/maps/place/DENTAL+ART/data=!4m7!3m6!1s0x391903a87a612ce3:0x3dad30c45ff00de6!8m2!3d31.4342277!4d74.2773343!16s%2Fg%2F11b7740376!19sChIJ4yxheqgDGTkR5g3wX8QwrT0?authuser=0&amp;hl=en&amp;rclk=1","'03008023813","https://dentalart.net.pk/","","4.4","","","","Closed · Opens 8 AM Mon · +92 300 8023813WebsiteDirections","Mon · +92 300 8023813WebsiteDirections","",""
"House of Dentistry","https://www.google.com/maps/place/House+of+Dentistry/data=!4m7!3m6!1s0x391909c075dd6f6d:0x4a35f355f7868a30!8m2!3d31.4618872!4d74.413157!16s%2Fg%2F11vwprqbkj!19sChIJbW_ddcAJGTkRMIqG91XzNUo?authuser=0&amp;hl=en&amp;rclk=1","'03049990559","https://houseofdentistry.com.pk/","","5.0","","","","Closed · Opens 3:30 PM Mon · +92 304 9990559WebsiteDirections","Mon · +92 304 9990559WebsiteDirections","",""
"Dental Pearl Clinic","https://www.google.com/maps/place/Dental+Pearl+Clinic/data=!4m7!3m6!1s0x391901bbaed0e0b7:0x4fa8daacb959acb5!8m2!3d31.4540814!4d74.2837541!16s%2Fg%2F11h3k52pt3!19sChIJt-DQrrsBGTkRtaxZuazaqE8?authuser=0&amp;hl=en&amp;rclk=1","'03453114737","https://www.dentalpearlclinic.com/","","5.0","","","","Closed · Opens 10:30 AM Mon · +92 345 3114737WebsiteDirections","Mon · +92 345 3114737WebsiteDirections","",""
"Wahdat Dental Care Centre","https://www.google.com/maps/place/Wahdat+Dental+Care+Centre/data=!4m7!3m6!1s0x3919052cee913a5b:0x37dec3648051257!8m2!3d31.5203505!4d74.3213683!16s%2Fg%2F11t95hvx_z!19sChIJWzqR7iwFGTkRVxIFSDbsfQM?authuser=0&amp;hl=en&amp;rclk=1","'03037811962","","","4.9","","","","Closed · Opens 4 PM Mon · +92 303 7811962Directions","Mon · +92 303 7811962Directions","",""
"Premium Dental Care, Salam Medical Complex, Lahore","https://www.google.com/maps/place/Premium+Dental+Care,+Salam+Medical+Complex,+Lahore/data=!4m7!3m6!1s0x391905f4c6d8a0e7:0x8d2cf3bb0332c3b4!8m2!3d31.5008552!4d74.3325225!16s%2Fg%2F11vdgjwmkl!19sChIJ56DYxvQFGTkRtMMyA7vzLI0?authuser=0&amp;hl=en&amp;rclk=1","'03001789778","https://www.instagram.com/salamdental8?igsh=NjBzbzFjMWYzdjZr","","5.0","","","","Closed · Opens 3 PM Mon · +92 300 1789778WebsiteDirections","Mon · +92 300 1789778WebsiteDirections","",""
"MIAN DENTAL CLINIC میاں ڈینٹل کلینک","https://www.google.com/maps/place/MIAN+DENTAL+CLINIC+%D9%85%DB%8C%D8%A7%DA%BA+%DA%88%DB%8C%D9%86%D9%B9%D9%84+%DA%A9%D9%84%DB%8C%D9%86%DA%A9%E2%80%AD/data=!4m7!3m6!1s0x391907006c623cdd:0xde30a173859c8119!8m2!3d31.4572198!4d74.3656508!16s%2Fg%2F11ybk9drts!19sChIJ3TxibAAHGTkRGYGchXOhMN4?authuser=0&amp;hl=en&amp;rclk=1","'03217131802","","","4.9","","","","Closed · Opens 9 AM · +92 321 7131802Directions","+92 321 7131802Directions","",""
"Waleed Dental and medical Center","https://www.google.com/maps/place/Waleed+Dental+and+medical+Center/data=!4m7!3m6!1s0x3919049f0c647dc3:0x41dfde7d3efcbba1!8m2!3d31.5380766!4d74.316704!16s%2Fg%2F11fxfphftb!19sChIJw31kDJ8EGTkRobv8Pn3e30E?authuser=0&amp;hl=en&amp;rclk=1","'03244437344","","","4.8","","","","Closed · Opens 10 AM Mon · +92 324 4437344Directions","Mon · +92 324 4437344Directions","",""
"Smile Pod Dental Clinic","https://www.google.com/maps/place/Smile+Pod+Dental+Clinic/data=!4m7!3m6!1s0x3919044f35395555:0xfca6f9becf90848f!8m2!3d31.5177602!4d74.3362106!16s%2Fg%2F11dxsbnf_x!19sChIJVVU5NU8EGTkRj4SQz775pvw?authuser=0&amp;hl=en&amp;rclk=1","'03084582111","https://smilepod.pk/","Gym","4.9","","","","Closed · Opens 3 PM Mon · +92 308 4582111WebsiteDirections","Mon · +92 308 4582111WebsiteDirections","",""
"Dental Works and Aesthetics","https://www.google.com/maps/place/Dental+Works+and+Aesthetics/data=!4m7!3m6!1s0x391904117f05d647:0xaf432cfdbe369de1!8m2!3d31.4885113!4d74.326463!16s%2Fg%2F11c0qs0x6q!19sChIJR9YFfxEEGTkR4Z02vv0sQ68?authuser=0&amp;hl=en&amp;rclk=1","'03249400054","https://dwalahore.com/","","4.8","","","","Closed · Opens 4 PM Mon · +92 324 9400054WebsiteDirections","Mon · +92 324 9400054WebsiteDirections","",""
"NIAZI DENTAL SQUARE","https://www.google.com/maps/place/NIAZI+DENTAL+SQUARE/data=!4m7!3m6!1s0x3919012b738e4e7f:0x1c3f8ad74d934bc3!8m2!3d31.4016352!4d74.2639007!16s%2Fg%2F11svls3svs!19sChIJf06OcysBGTkRw0uTTdeKPxw?authuser=0&amp;hl=en&amp;rclk=1","'03057297212","","","4.9","","","","Closed · Opens 11 AM Mon · +92 305 7297212Directions","Mon · +92 305 7297212Directions","",""
"DENTAL SPECIALIST - Dr.Asdaq Asim","https://www.google.com/maps/place/DENTAL+SPECIALIST+-+Dr.Asdaq+Asim/data=!4m7!3m6!1s0x391903a7ad311f3f:0x991cf9d61222c64!8m2!3d31.5473162!4d74.2904844!16s%2Fg%2F11dx8jgg7f!19sChIJPx8xracDGTkRZCwiYZ3PkQk?authuser=0&amp;hl=en&amp;rclk=1","'03008879554","","","4.9","","","","Closed · Opens 4 PM Mon · +92 300 8879554Directions","Mon · +92 300 8879554Directions","",""
"Dental Hospital icld","https://www.google.com/maps/place/Dental+Hospital+icld/data=!4m7!3m6!1s0x3919046a17bd998f:0x3f216146b835153a!8m2!3d31.5030476!4d74.3324782!16s%2Fg%2F11bbrn4k38!19sChIJj5m9F2oEGTkROhU1uEZhIT8?authuser=0&amp;hl=en&amp;rclk=1","'03008404689","","","4.9","","","","","","",""
"Lahore Dental & Medical Centre","https://www.google.com/maps/place/Lahore+Dental+%26+Medical+Centre/data=!4m7!3m6!1s0x391903fd8aeb706b:0x37195b0f448002e7!8m2!3d31.4690629!4d74.3044994!16s%2Fg%2F11xcxy00j!19sChIJa3Driv0DGTkR5wKARA9bGTc?authuser=0&amp;hl=en&amp;rclk=1","'04235179336","","","4.6","","","840 C Maulana Shaukat Ali Rd","Closed · Opens 10 AM Mon · +92 42 35179336Directions","Mon · +92 42 35179336Directions","",""
"THE DENTAL HOME","https://www.google.com/maps/place/THE+DENTAL+HOME/data=!4m7!3m6!1s0x3919053e732e89d3:0xc4c8cac38adc917f!8m2!3d31.5463624!4d74.3771538!16s%2Fg%2F11fy53h9dh!19sChIJ04kucz4FGTkRf5HcisPKyMQ?authuser=0&amp;hl=en&amp;rclk=1","'03042727277","","","5.0","","","","Closed · Opens 6:30 PM Mon · +92 304 2727277Directions","Mon · +92 304 2727277Directions","",""
"Dental Surgeons","https://www.google.com/maps/place/Dental+Surgeons/data=!4m7!3m6!1s0x391905385408b2fb:0xe00c8ed82bda5457!8m2!3d31.5268799!4d74.3548952!16s%2Fg%2F11fqc8x6vx!19sChIJ-7IIVDgFGTkRV1TaK9iODOA?authuser=0&amp;hl=en&amp;rclk=1","'03004147704","https://dentalsurgeons.pk/","","4.9","","","","Closed · Opens 3 PM Mon · +92 300 4147704WebsiteDirections","Mon · +92 300 4147704WebsiteDirections","",""
"Dental Trends","https://www.google.com/maps/place/Dental+Trends/data=!4m7!3m6!1s0x39190377ac192d0f:0x1bbb5f91ebc769c3!8m2!3d31.5415542!4d74.3076505!16s%2Fg%2F11h6xm0_qd!19sChIJDy0ZrHcDGTkRw2nH65Ffuxs?authuser=0&amp;hl=en&amp;rclk=1","'03114719494","","","5.0","","","","Closed · Opens 4 PM Mon · +92 311 4719494Directions","Mon · +92 311 4719494Directions","",""
"Rahman and Rahman Dental Surgeons Packages Mall","https://www.google.com/maps/place/Rahman+and+Rahman+Dental+Surgeons+Packages+Mall/data=!4m7!3m6!1s0x391907250c57d2f5:0x5dc2c1ebd1afa9c1!8m2!3d31.4715647!4d74.357403!16s%2Fg%2F11hz9d3294!19sChIJ9dJXDCUHGTkRwamv0evBwl0?authuser=0&amp;hl=en&amp;rclk=1","'03222231119","https://rahmanandrahmanpackages.com/","","4.8","","","","Closed · Opens 12 PM Mon · +92 322 2231119WebsiteDirections","Mon · +92 322 2231119WebsiteDirections","",""
"Dental Sense Clinic","https://www.google.com/maps/place/Dental+Sense+Clinic/data=!4m7!3m6!1s0x39190530e3b6a5d1:0xe1ee999d06390c2e!8m2!3d31.5394306!4d74.3491391!16s%2Fg%2F11h07jsgsv!19sChIJ0aW24zAFGTkRLgw5Bp2Z7uE?authuser=0&amp;hl=en&amp;rclk=1","'03227564594","http://dentalsense.pk/","","4.9","","","35 Zafar Ali Rd","Closed · Opens 3 PM Mon · +92 322 7564594WebsiteDirections","Mon · +92 322 7564594WebsiteDirections","",""
"The Dental Practice","https://www.google.com/maps/place/The+Dental+Practice/data=!4m7!3m6!1s0x3919046b80412201:0x1376f59b11136d7a!8m2!3d31.4973991!4d74.3294934!16s%2Fg%2F11ggg586q7!19sChIJASJBgGsEGTkRem0TEZv1dhM?authuser=0&amp;hl=en&amp;rclk=1","'04235864011","https://thedentalpractices.com/","","4.9","","","","Closed · Opens 4 PM · +92 42 35864011WebsiteDirections","+92 42 35864011WebsiteDirections","",""
"vanced Dental Practice, Lahore.","https://www.google.com/maps/place/Advanced+Dental+Practice,+Lahore./data=!4m7!3m6!1s0x391904f9111063b9:0xde5e842210aba332!8m2!3d31.5230819!4d74.3509478!16s%2Fg%2F11cfjhlqc!19sChIJuWMQEfkEGTkRMqOrECKEXt4?authuser=0&amp;hl=en&amp;rclk=1","'04235756145","http://www.adpdentist.com/","","4.5","","","","Closed · Opens 12 PM Mon · +92 42 35756145WebsiteDirections","Mon · +92 42 35756145WebsiteDirections","",""
"Smile Experts Dental Clinic","https://www.google.com/maps/place/Smile+Experts+Dental+Clinic/data=!4m7!3m6!1s0x3918ff91c0ebfe8f:0xf5d0a2fa788df0d9!8m2!3d31.3774731!4d74.1869056!16s%2Fg%2F11f5453smk!19sChIJj_7rwJH_GDkR2fCNePqi0PU?authuser=0&amp;hl=en&amp;rclk=1","'03016452887","","","4.9","","","","Closed · Opens 11 AM Mon · +92 301 6452887Directions","Mon · +92 301 6452887Directions","",""
"Century Healthcare: Dental and Health services","https://www.google.com/maps/place/Century+Healthcare:+Dental+and+Health+services/data=!4m7!3m6!1s0x39190391c6edacfb:0x295caeb5396b4086!8m2!3d31.5259482!4d74.291837!16s%2Fg%2F11np8829k2!19sChIJ-6ztxpEDGTkRhkBrObWuXCk?authuser=0&amp;hl=en&amp;rclk=1","'03140704401","","","4.8","","","","Closed · Opens 3 PM Mon · +92 314 0704401Directions","Mon · +92 314 0704401Directions","",""
"VISAGE Dental Cinic","https://www.google.com/maps/place/VISAGE+Dental+Cinic/data=!4m7!3m6!1s0x3919050b7e2214ff:0x8c7f91122fb6cb1f!8m2!3d31.4731879!4d74.3793162!16s%2Fg%2F11c71clz8y!19sChIJ_xQifgsFGTkRH8u2LxKRf4w?authuser=0&amp;hl=en&amp;rclk=1","'03223100616","https://www.instagram.com/visagebyprof.saimarazaqsadozai/","","5.0","","","","Open · Closes 6 AM · +92 322 3100616WebsiteDirections","+92 322 3100616WebsiteDirections","",""
"Pearls 32 dental care  4.9Dental clinic · 166Closed · Opens 12 PM · +92 321 4693487Directions","https://www.google.com/maps/place/Pearls+32+dental+care/data=!4m7!3m6!1s0x39190185dc052d39:0xa6c221366ebdf068!8m2!3d31.4666228!4d74.2741287!16s%2Fg%2F11h0lj2yrz!19sChIJOS0F3IUBGTkRaPC9bjYhwqY?authuser=0&amp;hl=en&amp;rclk=1","'03214693487","","","4.9","","","","Closed · Opens 12 PM · +92 321 4693487Directions","+92 321 4693487Directions","",""
"The Dentist","https://www.google.com/maps/place/The+Dentist/data=!4m7!3m6!1s0x3919056e123ac031:0x228b87b4880c9fd4!8m2!3d31.5025579!4d74.434863!16s%2Fg%2F11ny55zkzm!19sChIJMcA6Em4FGTkR1J8MiLSHiyI?authuser=0&amp;hl=en&amp;rclk=1","'03124860062","http://thedentist-sm.com/","","5.0","","","","Closed · Opens 11 AM Mon · +92 312 4860062WebsiteDirections","Mon · +92 312 4860062WebsiteDirections","",""
"Dentist & Dentist","https://www.google.com/maps/place/Dentist+%26+Dentist/data=!4m7!3m6!1s0x391904e4e0c6333b:0x960bc8cccbf73526!8m2!3d31.5319663!4d74.3503981!16s%2Fg%2F1hd_9xq_0!19sChIJOzPG4OQEGTkRJjX3y8zIC5Y?authuser=0&amp;hl=en&amp;rclk=1","'03334222461","https://www.facebook.com/DentistnDentist/","","4.7","","","16 Main Gulberg Rd","Closed · Opens 11 AM Mon · +92 333 4222461WebsiteDirections","Mon · +92 333 4222461WebsiteDirections","",""
"Dental Pulse","https://www.google.com/maps/place/Dental+Pulse/data=!4m7!3m6!1s0x39191b340888dd23:0x69e82187de148a54!8m2!3d31.5852991!4d74.3878261!16s%2Fg%2F11mtrz851_!19sChIJI92ICDQbGTkRVIoU3och6Gk?authuser=0&amp;hl=en&amp;rclk=1","'03327410743","","","5.0","","","","Closed · Opens 5 PM · +92 332 7410743Directions","+92 332 7410743Directions","",""
"Ivory Dental Clinic (Dr.Nomair & Associates)","https://www.google.com/maps/place/Ivory+Dental+Clinic+%28Dr.Nomair+%26+Associates%29/data=!4m7!3m6!1s0x391909912d590b6d:0x2d5470c4dd378d4b!8m2!3d31.4691674!4d74.4394874!16s%2Fg%2F11j7yj1lgz!19sChIJbQtZLZEJGTkRS4033cRwVC0?authuser=0&amp;hl=en&amp;rclk=1","'03003643768","","","4.9","","","","Closed · Opens 3 PM Mon · +92 300 3643768Directions","Mon · +92 300 3643768Directions","",""
"Dental Bay","https://www.google.com/maps/place/Dental+Bay/data=!4m7!3m6!1s0x391903dd04854cd7:0x622ecbb2d67fe2a6!8m2!3d31.4643641!4d74.2747736!16s%2Fg%2F11gslxzrrc!19sChIJ10yFBN0DGTkRpuJ_1rLLLmI?authuser=0&amp;hl=en&amp;rclk=1","'03344222029","http://www.thedentalbay.com/","","4.9","","","784 Main Blvd","Closed · Opens 4 PM Mon · +92 334 4222029WebsiteDirections","Mon · +92 334 4222029WebsiteDirections","",""
"Dental Cafe - DHA Phase 4  5.0Dental clinic · Closed · Opens 4 PM Mon · +92 332 4679934Directions","https://www.google.com/maps/place/Dental+Cafe+-+DHA+Phase+4/data=!4m7!3m6!1s0x3919071485dc5ac5:0x3b78e39dd4066bf2!8m2!3d31.4629375!4d74.3831875!16s%2Fg%2F11t9x1nwzr!19sChIJxVrchRQHGTkR8msG1J3jeDs?authuser=0&amp;hl=en&amp;rclk=1","'03324679934","","Cafe","5.0","","","","Closed · Opens 4 PM Mon · +92 332 4679934Directions","Mon · +92 332 4679934Directions","",""
"Ayesha Dental Care","https://www.google.com/maps/place/Ayesha+Dental+Care/data=!4m7!3m6!1s0x391901b82dfda663:0xb24da3af0e66079d!8m2!3d31.4247585!4d74.2581968!16s%2Fg%2F11ny4dpv5g!19sChIJY6b9LbgBGTkRnQdmDq-jTbI?authuser=0&amp;hl=en&amp;rclk=1","'03338393999","http://www.ayeshadentalcare.com/","","4.9","","","","Closed · Opens 10:30 AM · +92 333 8393999WebsiteDirections","+92 333 8393999WebsiteDirections","",""
"The Dental Loft","https://www.google.com/maps/place/The+Dental+Loft/data=!4m7!3m6!1s0x391905fb2e75aa89:0x1fd6ecceb520cd6e!8m2!3d31.5361743!4d74.3384791!16s%2Fg%2F11l1d24v68!19sChIJiap1LvsFGTkRbs0gtc7s1h8?authuser=0&amp;hl=en&amp;rclk=1","'03210166600","","","5.0","","","","Closed · Opens 11 AM Mon · +92 321 0166600Directions","Mon · +92 321 0166600Directions","",""
"Rahman and Rahman Dental Surgeons Y Block Phase 3 DHA  4.7Dental clinic · 176Y Phase 3, Street 12 Commercial AreaClosed · Opens 12 PM Mon · +92 42 35724751Directions","https://www.google.com/maps/place/Rahman+and+Rahman+Dental+Surgeons+Y+Block+Phase+3+DHA/data=!4m7!3m6!1s0x39190673f247c757:0xb7c4637d7ea3a122!8m2!3d31.4717357!4d74.3774304!16s%2Fg%2F11zpt_ptr!19sChIJV8dH8nMGGTkRIqGjfn1jxLc?authuser=0&amp;hl=en&amp;rclk=1","'04235724751","","","4.7","","","","Closed · Opens 12 PM Mon · +92 42 35724751Directions","Mon · +92 42 35724751Directions","",""
"Family Smiles Dental Clinic","https://www.google.com/maps/place/Family+Smiles+Dental+Clinic/data=!4m7!3m6!1s0x391903daa45cebbb:0x5daec1de2b52e7d7!8m2!3d31.5335277!4d74.3041317!16s%2Fg%2F11t2_7f1_3!19sChIJu-tcpNoDGTkR1-dSK97Brl0?authuser=0&amp;hl=en&amp;rclk=1","'03128678671","","","5.0","","","","Closed · Opens 2 PM · +92 312 8678671Directions","+92 312 8678671Directions","",""
"CROWN CARE Dentist","https://www.google.com/maps/place/CROWN+CARE+Dentist/data=!4m7!3m6!1s0x39190f013d47e98d:0x3b63b7fcaace2b99!8m2!3d31.5309985!4d74.4540432!16s%2Fg%2F11h9zh8p16!19sChIJjelHPQEPGTkRmSvOqvy3Yzs?authuser=0&amp;hl=en&amp;rclk=1","'03204796919","https://crowncaredentist.com/","","5.0","","","","Closed · Opens 11 AM Mon · +92 320 4796919WebsiteDirections","Mon · +92 320 4796919WebsiteDirections","",""
"Teeth and Gums DHA","https://www.google.com/maps/place/Teeth+and+Gums+DHA/data=!4m7!3m6!1s0x391909a45737d70b:0x73b5d213dc0951c4!8m2!3d31.4747148!4d74.4703067!16s%2Fg%2F11jzd3387f!19sChIJC9c3V6QJGTkRxFEJ3BPStXM?authuser=0&amp;hl=en&amp;rclk=1","'03217088881","https://teethandgums.co/","","4.8","","","","Closed · Opens 12 PM Mon · +92 321 7088881WebsiteDirections","Mon · +92 321 7088881WebsiteDirections","",""
"Al-Rasheed Dental Clinic","https://www.google.com/maps/place/Al-Rasheed+Dental+Clinic/data=!4m7!3m6!1s0x391905d916c99f57:0x18d99baea467d2a!8m2!3d31.486631!4d74.3774405!16s%2Fg%2F11lfpqygsk!19sChIJV5_JFtkFGTkRKn1G6rqZjQE?authuser=0&amp;hl=en&amp;rclk=1","'03360434394","","","5.0","","","","Closed · Opens 6:30 PM Mon · +92 336 0434394Directions","Mon · +92 336 0434394Directions","",""
"Rehman Dental Care","https://www.google.com/maps/place/Rehman+Dental+Care/data=!4m7!3m6!1s0x39190382d65056cf:0x291802f80d2630f4!8m2!3d31.4719332!4d74.2784982!16s%2Fg%2F113hj2pdn!19sChIJz1ZQ1oIDGTkR9DAmDfgCGCk?authuser=0&amp;hl=en&amp;rclk=1","'03344203048","","","4.9","","","","Closed · Opens 2 PM · +92 334 4203048Directions","+92 334 4203048Directions","",""
"City Clinics & Dental Deziners","https://www.google.com/maps/place/City+Clinics+%26+Dental+Deziners/data=!4m7!3m6!1s0x39190176c02489cd:0xd2ef06960aabd61!8m2!3d31.4500306!4d74.2698073!16s%2Fg%2F11c2pj95q5!19sChIJzYkkwHYBGTkRYb2qYGnwLg0?authuser=0&amp;hl=en&amp;rclk=1","'03425311515","http://www.instagram.com/dentaldeziners","","4.8","","","","Closed · Opens 10 AM Mon · +92 342 5311515WebsiteDirections","Mon · +92 342 5311515WebsiteDirections","",""
"ConfiDENT Dental Practice","https://www.google.com/maps/place/ConfiDENT+Dental+Practice/data=!4m7!3m6!1s0x391903e28018451b:0x7c8278ca81c5ccfd!8m2!3d31.4662215!4d74.2939154!16s%2Fg%2F11dxjt74y9!19sChIJG0UYgOIDGTkR_czFgcp4gnw?authuser=0&amp;hl=en&amp;rclk=1","'03205500235","","","4.9","","","","Closed · Opens 10 AM Mon · +92 320 5500235Directions","Mon · +92 320 5500235Directions","",""
"CANAL DENTAL","https://www.google.com/maps/place/CANAL+DENTAL/data=!4m7!3m6!1s0x3918ff464161c841:0x1e1505796f285bf8!8m2!3d31.3953259!4d74.1751507!16s%2Fg%2F11ll8rgz0k!19sChIJQchhQUb_GDkR-Fsob3kFFR4?authuser=0&amp;hl=en&amp;rclk=1","'03027337339","","","4.7","","","","Closed · Opens 5 PM · +92 302 7337339Directions","+92 302 7337339Directions","",""
"Smile and Shine Dental Clinics","https://www.google.com/maps/place/Smile+and+Shine+Dental+Clinics/data=!4m7!3m6!1s0x39190177e4814687:0xde5fa8e2e4ce6cd6!8m2!3d31.4417667!4d74.2982729!16s%2Fg%2F11q9rvmsn7!19sChIJh0aB5HcBGTkR1mzO5OKoX94?authuser=0&amp;hl=en&amp;rclk=1","'03347512438","https://www.facebook.com/smileandshinedentalclinics/","","4.8","","","","Closed · Opens 10 AM · +92 334 7512438WebsiteDirections","+92 334 7512438WebsiteDirections","",""
"Asst. Prof. Dr. Ijaz Ur Rehman , Maxillofacial Surgeon , Implantologist, Best Dental Surgeon/Dentist in Lahore","https://www.google.com/maps/place/Asst.+Prof.+Dr.+Ijaz+Ur+Rehman+,+Maxillofacial+Surgeon+,+Implantologist,+Best+Dental+Surgeon%2FDentist+in+Lahore/data=!4m7!3m6!1s0x39190391daf55eff:0xb7d0e8a95f55c6f3!8m2!3d31.5067087!4d74.2811741!16s%2Fg%2F11j21906dj!19sChIJ_1712pEDGTkR88ZVX6no0Lc?authuser=0&amp;hl=en&amp;rclk=1","'03298254172","https://drijazurrehman.com.pk/","","5.0","","","","Closed · Opens 7 PM Mon · +92 329 8254172WebsiteDirections","Mon · +92 329 8254172WebsiteDirections","",""
"Rahman & Rahman The Premier","https://www.google.com/maps/place/Rahman+%26+Rahman+The+Premier/data=!4m7!3m6!1s0x3919056f6379aa49:0x99695df650942a9!8m2!3d31.5105248!4d74.316502!16s%2Fg%2F11h2kjqcl2!19sChIJSap5Y28FGTkRqUIJZd-Vlgk?authuser=0&amp;hl=en&amp;rclk=1","'04235926832","","","4.4","","","","Closed · Opens 11 AM Mon · +92 42 35926832Directions","Mon · +92 42 35926832Directions","",""
"DENTAL ART By Dr. Muhammad Ashfaq","https://www.google.com/maps/place/DENTAL+ART+By+Dr.+Muhammad+Ashfaq/data=!4m7!3m6!1s0x3919017523c2de6f:0xf40272c0cf45f90!8m2!3d31.4433235!4d74.2674037!16s%2Fg%2F11c45_zgrg!19sChIJb97CI3UBGTkRkF_0DCwnQA8?authuser=0&amp;hl=en&amp;rclk=1","'03009405659","https://www.facebook.com/DentalArt.DrAshfaq/","","4.9","","","","Closed · Opens 3 PM Mon · +92 300 9405659WebsiteDirections","Mon · +92 300 9405659WebsiteDirections","",""
"True Smile Dental Associates","https://www.google.com/maps/place/True+Smile+Dental+Associates/data=!4m7!3m6!1s0x3919072db0a20c83:0x2239b04a893d735!8m2!3d31.4546822!4d74.3659747!16s%2Fg%2F11jy3ndyz3!19sChIJgwyisC0HGTkRNdeTqASbIwI?authuser=0&amp;hl=en&amp;rclk=1","'03010149818","http://www.truesmiledentalassociates.com/","","4.8","","","","Closed · Opens 5:30 PM Mon · +92 301 0149818WebsiteDirections","Mon · +92 301 0149818WebsiteDirections","",""
"The Dental Suite","https://www.google.com/maps/place/The+Dental+Suite/data=!4m7!3m6!1s0x3919054bc8ffca91:0xbc6bb661c3e1390a!8m2!3d31.483523!4d74.299027!16s%2Fg%2F11rx3dbnwr!19sChIJkcr_yEsFGTkRCjnhw2G2a7w?authuser=0&amp;hl=en&amp;rclk=1","'03367858222","http://www.thedentalsuite.com.pk/","","5.0","","","","Closed · Opens 12 PM · +92 336 7858222WebsiteDirections","+92 336 7858222WebsiteDirections","",""
"confiDental","https://www.google.com/maps/place/confiDental/data=!4m7!3m6!1s0x3919066d9e100001:0x597a179ee1e42463!8m2!3d31.47181!4d74.377404!16s%2Fg%2F1thnm515!19sChIJAQAQnm0GGTkRYyTk4Z4Xelk?authuser=0&amp;hl=en&amp;rclk=1","'03334254716","http://confidental.com.pk/","","4.7","","","","Closed · Opens 12:30 PM Mon · +92 333 4254716WebsiteDirections","Mon · +92 333 4254716WebsiteDirections","",""
"Azhar Dental Studio","https://www.google.com/maps/place/Azhar+Dental+Studio/data=!4m7!3m6!1s0x3918ffa2c6210cb1:0x10e96546b8a39050!8m2!3d31.3882335!4d74.1819652!16s%2Fg%2F11dxjpv_4d!19sChIJsQwhxqL_GDkRUJCjuEZl6RA?authuser=0&amp;hl=en&amp;rclk=1","'03344317006","","","4.9","","","","Closed · Opens 4 PM Mon · +92 334 4317006Directions","Mon · +92 334 4317006Directions","",""
"Medlane Dental Clinic, Aesthetics & Rehabilitation","https://www.google.com/maps/place/Medlane+Dental+Clinic,+Aesthetics+%26+Rehabilitation/data=!4m7!3m6!1s0x391905ff262a7741:0x9a5b515e09593c4e!8m2!3d31.4615111!4d74.4237006!16s%2Fg%2F11r26s6q7l!19sChIJQXcqJv8FGTkRTjxZCV5RW5o?authuser=0&amp;hl=en&amp;rclk=1","'03095666566","","","4.9","","","","Closed · Opens 3 PM Mon · +92 309 5666566Directions","Mon · +92 309 5666566Directions","",""
"The Dental Co Dental Clinic in DHA Lahore","https://www.google.com/maps/place/The+Dental+Co+Dental+Clinic+in+DHA+Lahore/data=!4m7!3m6!1s0x39190747f31954c3:0x7cf86c5e16021f76!8m2!3d31.4617105!4d74.3707731!16s%2Fg%2F11swkmm23d!19sChIJw1QZ80cHGTkRdh8CFl5s-Hw?authuser=0&amp;hl=en&amp;rclk=1","'048.8945656","https://meerhealthcaregroup.com/","","5.0","","","","Closed · Opens 12 PMWebsiteDirections","WebsiteDirections","",""
"The Dental Specialists","https://www.google.com/maps/place/The+Dental+Specialists/data=!4m7!3m6!1s0x39190349ca4b87d3:0xfd3bd97b2ad4d328!8m2!3d31.4701896!4d74.2989031!16s%2Fg%2F11rxjhj8hg!19sChIJ04dLykkDGTkRKNPUKnvZO_0?authuser=0&amp;hl=en&amp;rclk=1","'03010888957","","","5.0","","","","Closed · Opens 11 AM Mon · +92 301 0888957Directions","Mon · +92 301 0888957Directions","",""
"Oak Tree Dental Practice","https://www.google.com/maps/place/Oak+Tree+Dental+Practice/data=!4m7!3m6!1s0x3918ff9fa1e343c9:0x44c78049b5d7f0d4!8m2!3d31.442501!4d74.207992!16s%2Fg%2F11rm88zd6l!19sChIJyUPjoZ__GDkR1PDXtUmAx0Q?authuser=0&amp;hl=en&amp;rclk=1","'03058888423","https://oaktreedentalpractice.com/","","5.0","","","","Closed · Opens 12 PM Mon · +92 305 8888423WebsiteDirections","Mon · +92 305 8888423WebsiteDirections","",""
"Broadway Dentistry","https://www.google.com/maps/place/Broadway+Dentistry/data=!4m7!3m6!1s0x3919053047851fa5:0x4d8739b5285013c6!8m2!3d31.5246045!4d74.351658!16s%2Fg%2F11k2c31hqh!19sChIJpR-FRzAFGTkRxhNQKLU5h00?authuser=0&amp;hl=en&amp;rclk=1","'04235752121","","","4.8","","","","Closed · Opens 1 PM Mon · +92 42 35752121Directions","Mon · +92 42 35752121Directions","",""
